2498.17215753497,6103.080810109117,1735.1890751154476,23
2767.297065828997,6182.9964516740565,1817.9581243435364,24
2731.3748491581828,6237.652329549806,1829.782273386646,24
2502.823736573303,5949.350330050592,1747.0132256702207,23
2636.8035735051126,6288.485993465574,1859.342645130263,24
2605.1070699827496,6155.894755635755,1817.9581243435364,24
2668.5887911737777,6013.788710506522,1806.1339750970862,24
2855.871848293725,6929.720670013476,1989.4082674001343,24
2808.815880118921,6724.821653141528,1989.4082674001343,24
2748.536533317721,6481.434778640568,1847.518496578587,24
2339.491555470003,5462.811609904696,1615.2597159379623,33
2640.7599076729557,6033.066089211681,1788.3989474113594,33
2838.45401472337,6667.600655048965,1965.7610625663694,33
2915.162368495388,6949.518901695742,2050.2192058013597,33
2351.1875957009133,854.8071586347567,251.25396534590422,24
2306.473955398223,5670.40194619479,1636.3742578752417,33
2460.027237171488,5854.9484337503145,1682.8262485643486,33
2415.4055719351218,5704.623575583882,1678.6033404058817,33
2767.755717955112,6387.232739605338,1860.1883775575038,33
2560.4649281256216,6010.550378137539,1737.7240531505502,33
2522.664606718214,5913.578829302191,1758.8385926804249,33
2400.020111667922,5422.607044983385,1606.8138990320138,33
2727.1605160857466,6378.42219275283,1851.7425624397792,33
2802.472910575118,6648.77707536051,1930.2875325712496,24
2868.9100868217756,6795.691714803735,2018.9686333373295,24
2611.9559968021026,5989.523199359328,1758.8373759958602,23
2586.620052211395,5670.615049420668,1723.3649243268246,23
2508.2814306836717,5781.54555421026,1699.716622028508,23
2790.182993121713,6679.416157794526,1930.2875325712496,24
2651.601253448298,6465.200130825571,1847.518496578587,24
2323.8030037182098,5588.112587140505,1622.859632459526,23
2923.175255321959,6893.1170110251815,2007.1444870761056,24
2686.126239781135,6129.6265020337905,1812.0460497459778,24
2807.9655841012786,6461.448537741116,1912.5513113116738,24
2806.443308627343,6333.184866171825,1847.518496578587,24
2658.494086951354,6577.7258614925195,1912.5513113116738,24
2681.1402564490363,6316.1360567418205,1859.342645130263,24
2410.3433847987126,5618.834017543733,1640.595861833946,23
2677.0383922016435,6194.98269477999,1817.9581243435364,24
2599.758741587189,6492.250101929492,1900.7271635876632,24
2615.2104391559587,5907.238296034986,1699.716622028508,23
2637.3679595514195,6080.072998837823,1752.9253008613923,23
2966.7354260770726,6675.374668225407,1959.8479004929618,24
2534.984710600059,5732.612430688344,1664.2441667015096,23
2658.286725010768,5967.842999197668,1758.8373759958602,23
2582.5884544745204,6012.981893707949,1764.749451074194,23
2435.390237595803,5869.0621328481275,1676.0683187348504,23
2062.7902905934466,5050.195293883536,1480.9697723676425,23
2876.5482126668426,6306.720132030061,1894.8150896591476,24
2458.4481452972245,5675.0203298973665,1664.2441667015096,23
2623.632639587767,6327.551133324432,1823.8701988902617,24
2778.5358409213954,6490.208655825968,1936.1996062389856,24
2676.9109651345757,6017.614603301545,1776.573601064702,24
2632.967979406095,6119.626347630455,1806.1339750970862,24
2657.585877897539,6016.189435693438,1764.749451074194,23
2520.451741768758,5848.10441672386,1676.0683187348504,23
2355.85163002472,5575.043960885493,1605.1234024419018,23
2387.9682802842126,5685.4221589191175,1658.3320905857995,23
2522.8191032275768,5820.244753592651,1717.4528488433102,23
2870.1490309902442,6955.581235303229,2024.8807064121095,24
2767.6457913741315,6289.872851366039,1906.639237471701,24
2446.897983235045,5583.177437313837,1676.0683187348504,23
2949.3643920613126,6856.621754226845,2024.8807064121095,24
2676.0099252735654,6434.895681479457,1847.518496578587,24
2799.359572250192,6739.7322271191415,1924.3754588610482,24
2485.7164499724922,5712.373951864258,1676.0683187348504,23
2737.886291744037,6891.622191339872,1977.5841207560982,24
2792.6080132635543,6633.271773967176,1906.639237471701,24
2626.0575298788644,6044.451694929786,1782.485675977978,24
2514.753753467957,5386.475012059362,1658.3320905857995,23
2877.829471889289,6812.4202655572435,1971.67204737502,24
2576.87437584232,6140.270663064217,1800.2219003963564,24
2616.007386886449,6010.377763969767,1770.6615260969563,23
2653.11886208415,5761.550567986888,1729.276999750667,23
2769.9381518183377,6554.07651364036,1906.639237471701,24
2492.8027230753883,5712.995643720633,1670.1562427509596,23
2709.935182124162,6261.858146673296,1841.6064222303316,24
2828.2416133392007,6349.480597650983,1859.342645130263,24
2851.9986636530475,7046.2221906342,2024.8807064121095,24
2413.955629055476,5677.519141614429,1693.8045463000353,23
2737.7350705492117,6110.495797532479,1817.9581243435364,24
2620.470059416088,5790.325186957702,1735.1890751154476,23
2603.904948472648,6124.977779294207,1806.1339750970862,24
2530.078131685214,5779.473287014979,1705.6286976947833,23
2708.0401065787187,6179.239006450177,1829.782273386646,24
2713.7242092601623,6131.330250756274,1782.485675977978,24
2581.9932005794767,6247.468620313122,1800.2219003963564,24
2708.105959937547,6382.343871795087,1888.9030156857364,24
2403.846495378667,5740.3226915472615,1640.595861833946,23
2343.104013791199,5692.621494476321,1646.5079381527444,23
2693.808172882072,6419.017403218211,1841.6064222303316,24
2686.513319388597,6499.368217214359,1924.3754588610482,24
2311.888048345557,5349.260489912093,1563.7388631098227,23
2737.253518631571,6571.403921568319,1888.9030156857364,24
2666.7202185864553,6696.48416719333,1912.5513113116738,24
2923.945904272178,6950.351618323194,2030.792779450102,24
2440.941610563095,5600.306296246172,1681.980394653874,23
2874.8075506751447,6346.676918273669,1912.5513113116738,24
3018.2377143194362,7019.72319249418,2030.792779450102,24
2557.735242843489,5978.965097679465,1776.573601064702,24
2706.417675380992,6362.0265969781685,1871.1667934918762,24
2807.139736683535,6787.838255666638,1965.7599739540947,24
2699.434834122581,5817.283539268589,1770.6615260969563,23
2623.7299711774244,6191.631483825628,1853.4305708784102,24
2750.9063729320346,6608.1548166797875,1906.639237471701,24
2694.0267191715275,6116.5548299650445,1770.6615260969563,23
2579.0533597465874,6092.028864232146,1788.3977508373248,24
2749.4733592186835,6278.162057574078,1841.6064222303316,24
2842.4972369472553,6761.961760009584,1971.67204737502,24
2453.8079837534074,5545.445755371468,1652.4200144031183,23
2596.707256465087,6049.389409137447,1776.573601064702,24
2802.2470520474653,6783.93449700179,1959.8479004929618,24
2785.780264565322,6456.313355151216,1894.8150896591476,24
